0,0,0,0,0,0,0,0.412,0.359,0.375,0.274,0.251
0.329,0.433,0.457,0.613,0.517,0.427,0.328,0.318,0.384,0.336,0.273,0.306
0.239,0.600,1.509,1.452,1.439,1.488,1.221,1.447,1.060,0.933,0.697,0
0.452,0.674,0.954,0.922,0.811,0.756,0.722,0.782,0.780,0.721,0.557,0.541
0.554,0.482,0,1.054,0.961,0.950,0.702,1.059,0.871,1.087,0.847,0
0.835,0.859,1.237,0.977,0.902,0.858,0.715,0.744,0.762,0.997,0.645,0.692
0.587,0.962,1.002,1.054,0.278,0.936,0.664,0.905,0.021,1.623,0.744,0.538
0.726,0.745,0.919,0.947,1.085,0.967,0.947,0.833,0.750,0.884,0.683,0.607
