0,0,0,0,0,0,0,0.000,2.101,1.868,1.322,1.025
1.086,1.368,1.740,1.862,1.677,1.576,1.423,1.391,1.423,1.438,1.013,0.842
0.965,1.257,1.242,1.452,1.686,1.699,1.246,1.448,1.366,1.336,0.887,0
1.265,2.136,2.238,2.399,1.939,1.888,1.834,1.911,1.666,1.480,1.264,1.021
1.103,0,0,2.105,1.857,1.605,1.177,1.650,1.436,1.331,1.123,0
0.993,1.235,1.612,1.811,1.778,1.646,1.752,1.713,1.548,1.442,1.075,1.152
1.079,1.329,1.658,1.762,0.703,1.792,1.524,1.574,0.042,1.248,1.045,0.773
0.667,1.127,1.421,1.447,1.742,1.476,1.574,1.419,1.495,1.221,1.035,0.932
